"2007 SCOTTISH LOCAL ELECTION RESULTS";;;;;;;;;;;;;;;;;;;
"District";"Ward";"Candidate";"Party";"First prefs";"Elected";;;;;;;;;;;;;;
"Angus";"Monifieth & Sidlaw";"Elizabeth Petrie ";"LD";544;;;;;;;;;;;;;;;
"Angus";"Monifieth & Sidlaw";"Craig Fotheringham ";"Ind";473;;;;;;;;;;;;;;;
"Angus";"Montrose & District";"Mark Salmond ";"Ind";1550;1;;;;;;;;;;;;;;
"Angus";"Montrose & District";"Sandy West ";"SNP";832;1;;;;;;;;;;;;;;
"Angus";"Montrose & District";"Paul Valentine ";"SNP";809;1;;;;;;;;;;;;;;
"Angus";"Montrose & District";"David May ";"LD";660;1;;;;;;;;;;;;;;
"Angus";"Montrose & District";"Ingram Bruce ";"C";645;;;;;;;;;;;;;;;
"Angus";"Montrose & District";"James Sinclair ";"Lab";529;;;;;;;;;;;;;;;
"Angus";"Montrose & District";"Joe Wishart ";"Ind";490;;;;;;;;;;;;;;;
"Argyll & Bute";"Cowal";"Ron Simon ";"SNP";1127;1;;;;;;;;;;;;;;
"Argyll & Bute";"Cowal";"Alex McNaughton ";"Ind";880;1;;;;;;;;;;;;;;
"Argyll & Bute";"Cowal";"Bruce Marshall ";"Ind";745;1;;;;;;;;;;;;;;
"Argyll & Bute";"Cowal";"Dave Petrie ";"C";491;;;;;;;;;;;;;;;
"Argyll & Bute";"Cowal";"Trevor Oxborrow ";"LD";346;;;;;;;;;;;;;;;
"Argyll & Bute";"Cowal";"Iain Gow ";"Ind";192;;;;;;;;;;;;;;;
"Argyll & Bute";"Dunoon";"Dick Walsh ";"Ind";855;1;;;;;;;;;;;;;;
"Argyll & Bute";"Dunoon";"Alister MacAlister ";"SNP";821;1;;;;;;;;;;;;;;
"Argyll & Bute";"Dunoon";"Jimmy McQueen ";"Ind";754;1;;;;;;;;;;;;;;
"Argyll & Bute";"Dunoon";"David Graham ";"Lab";358;;;;;;;;;;;;;;;
"Argyll & Bute";"Dunoon";"Tony Miles ";"LD";257;;;;;;;;;;;;;;;
"Argyll & Bute";"Dunoon";"Sandy MacPherson ";"C";239;;;;;;;;;;;;;;;
"Argyll & Bute";"Dunoon";"Gordon McKinven ";"Ind";193;;;;;;;;;;;;;;;
"Argyll & Bute";"Helensburgh & Lomond S.";"David Kinniburgh ";"C";835;1;;;;;;;;;;;;;;
"Argyll & Bute";"Helensburgh & Lomond S.";"Ronald Kinloch ";"Ind";713;1;;;;;;;;;;;;;;
"Argyll & Bute";"Helensburgh & Lomond S.";"Ellen Morton ";"LD";700;1;;;;;;;;;;;;;;
"Argyll & Bute";"Helensburgh & Lomond S.";"Richard Trail ";"SNP";572;;;;;;;;;;;;;;;
"Argyll & Bute";"Helensburgh & Lomond S.";"Karen York ";"LD";309;;;;;;;;;;;;;;;
"Argyll & Bute";"Helensburgh C.";"Gary Mulvaney ";"C";1220;1;;;;;;;;;;;;;;
"Argyll & Bute";"Helensburgh C.";"James Robb ";"SNP";822;1;;;;;;;;;;;;;;
"Argyll & Bute";"Helensburgh C.";"Aileen Morton ";"LD";734;;;;;;;;;;;;;;;
"Argyll & Bute";"Helensburgh C.";"Al Reay ";"LD";728;1;;;;;;;;;;;;;;
"Argyll & Bute";"Helensburgh C.";"Vivien Dance ";"Ind";707;1;;;;;;;;;;;;;;
"Argyll & Bute";"Helensburgh C.";"Richard Humphrey ";"Ind";198;;;;;;;;;;;;;;;
"Argyll & Bute";"Isle of Bute";"Len Scoullar ";"Ind";868;1;;;;;;;;;;;;;;
"Argyll & Bute";"Isle of Bute";"Robert MacIntyre ";"SNP";839;1;;;;;;;;;;;;;;
"Argyll & Bute";"Isle of Bute";"Isobel Strong ";"SNP";551;1;;;;;;;;;;;;;;
"Argyll & Bute";"Isle of Bute";"Fraser Gillies ";"Ind";238;;;;;;;;;;;;;;;
"Argyll & Bute";"Isle of Bute";"Harry Hattan ";"Lab";225;;;;;;;;;;;;;;;
"Argyll & Bute";"Isle of Bute";"Karen Hilton ";"LD";218;;;;;;;;;;;;;;;
"Argyll & Bute";"Isle of Bute";"Peter Wallace ";"C";143;;;;;;;;;;;;;;;
"Argyll & Bute";"Kintyre & the Islands";"Robin Currie ";"LD";1131;1;;;;;;;;;;;;;;
"Argyll & Bute";"Kintyre & the Islands";"John McAlpine ";"Ind";608;1;;;;;;;;;;;;;;
"Argyll & Bute";"Kintyre & the Islands";"Anne Horn ";"SNP";482;1;;;;;;;;;;;;;;
"Argyll & Bute";"Kintyre & the Islands";"Ann Newman ";"Ind";342;;;;;;;;;;;;;;;
"Argyll & Bute";"Kintyre & the Islands";"Peter Minshall ";"C";300;;;;;;;;;;;;;;;
"Argyll & Bute";"Kintyre & the Islands";"Phil Hawkins ";"Lab";219;;;;;;;;;;;;;;;
"Argyll & Bute";"Kintyre & the Islands";"Maureen Scott ";"Ind";190;;;;;;;;;;;;;;;
"Argyll & Bute";"Lomond N.";"Billy Petrie ";"Ind";794;1;;;;;;;;;;;;;;
"Argyll & Bute";"Lomond N.";"Danny Kelly ";"Ind";734;1;;;;;;;;;;;;;;
"Argyll & Bute";"Lomond N.";"George Freeman ";"Ind";616;1;;;;;;;;;;;;;;
"Argyll & Bute";"Lomond N.";"Elizabeth Buist ";"SNP";557;;;;;;;;;;;;;;;
"Argyll & Bute";"Lomond N.";"James Proctor ";"C";484;;;;;;;;;;;;;;;
"Argyll & Bute";"Lomond N.";"Andrew Nisbet ";"LD";395;;;;;;;;;;;;;;;
"Argyll & Bute";"Mid Argyll";"Alison Hay ";"LD";813;1;;;;;;;;;;;;;;
"Argyll & Bute";"Mid Argyll";"Donnie MacMillan ";"Ind";699;1;;;;;;;;;;;;;;
"Argyll & Bute";"Mid Argyll";"Colin Stevenson ";"SNP";625;;;;;;;;;;;;;;;
"Argyll & Bute";"Mid Argyll";"Douglas Philand ";"Ind";582;1;;;;;;;;;;;;;;
"Argyll & Bute";"Mid Argyll";"Sandy Cameron ";"Ind";344;;;;;;;;;;;;;;;
"Argyll & Bute";"Mid Argyll";"Charlotte Hanbury ";"C";305;;;;;;;;;;;;;;;
"Argyll & Bute";"Mid Argyll";"Wendy Reynolds ";"Lab";225;;;;;;;;;;;;;;;
"Argyll & Bute";"Mid Argyll";"Cameron Lewis ";"Ind";106;;;;;;;;;;;;;;;
"Argyll & Bute";"Oban N. & Lorn";"Elaine Robertson ";"Ind";1005;1;;;;;;;;;;;;;;
"Argyll & Bute";"Oban N. & Lorn";"Duncan MacIntyre ";"Ind";779;1;;;;;;;;;;;;;;
"Argyll & Bute";"Oban N. & Lorn";"Neil MacKay ";"LD";665;1;;;;;;;;;;;;;;
"Argyll & Bute";"Oban N. & Lorn";"Donald MacDonald ";"SNP";618;1;;;;;;;;;;;;;;
"Argyll & Bute";"Oban N. & Lorn";"Mike MacKenzie ";"SNP";401;;;;;;;;;;;;;;;
"Argyll & Bute";"Oban N. & Lorn";"Eileen Kirkpatrick ";"C";387;;;;;;;;;;;;;;;
"Argyll & Bute";"Oban N. & Lorn";"Ian Smyth ";"Ind";200;;;;;;;;;;;;;;;
"Argyll & Bute";"Oban N. & Lorn";"Sidney MacDougall ";"Ind";188;;;;;;;;;;;;;;;
"Argyll & Bute";"Oban N. & Lorn";"George Doyle ";"Ind";176;;;;;;;;;;;;;;;
"Argyll & Bute";"Oban N. & Lorn";"Gwen Cameron ";"Ind";140;;;;;;;;;;;;;;;
"Argyll & Bute";"Oban S. & the Isles";"Roderick McCuish ";"SNP";955;1;;;;;;;;;;;;;;
"Argyll & Bute";"Oban S. & the Isles";"Mary-Jean Devon ";"LD";672;1;;;;;;;;;;;;;;
"Argyll & Bute";"Oban S. & the Isles";"Donald McIntosh ";"SNP";506;1;;;;;;;;;;;;;;
"Argyll & Bute";"Oban S. & the Isles";"Gordon Chalmers ";"Ind";444;1;;;;;;;;;;;;;;
"Argyll & Bute";"Oban S. & the Isles";"Roy Rutherford ";"C";413;;;;;;;;;;;;;;;
"Argyll & Bute";"Oban S. & the Isles";"Alistair MacDougall ";"Ind";347;;;;;;;;;;;;;;;
"Argyll & Bute";"Oban S. & the Isles";"Nicola Welsh ";"LD";293;;;;;;;;;;;;;;;
"Argyll & Bute";"Oban S. & the Isles";"Neil MacIntyre ";"Ind";290;;;;;;;;;;;;;;;
"Argyll & Bute";"Oban S. & the Isles";"Roderick MacEachan ";"Ind";143;;;;;;;;;;;;;;;
"Argyll & Bute";"Oban S. & the Isles";"David Gallant ";"Ind";27;;;;;;;;;;;;;;;
"Argyll & Bute";"South Kintyre";"Donald Kelly ";"C";1332;1;;;;;;;;;;;;;;
"Argyll & Bute";"South Kintyre";"John Semple ";"SNP";663;1;;;;;;;;;;;;;;
"Argyll & Bute";"South Kintyre";"George McMillan ";"Lab";444;;;;;;;;;;;;;;;
"Argyll & Bute";"South Kintyre";"Rory Colville ";"LD";441;1;;;;;;;;;;;;;;
"Argyll & Bute";"South Kintyre";"James Martin ";"C";152;;;;;;;;;;;;;;;
"Argyll & Bute";"South Kintyre";"Deirdre Henderson ";"Sol";76;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire C.";"Derek Stewart ";"Lab";1089;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire C.";"Samuel Ovens ";"Lab";688;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire C.";"Gary Womersley ";"SNP";620;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire C.";"Sandy Pollock ";"SNP";518;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire C.";"George Murray ";"C";190;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire E.";"Alastair Campbell ";"C";1040;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire E.";"Henry McLaren ";"Lab";951;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire E.";"Irene Hamilton ";"SNP";669;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire E.";"Alison Lindsay ";"SNP";420;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire E.";"Charles Bell ";"LD";409;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire N.";"Donald Balsillie ";"SNP";1256;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire N.";"Robert McGill ";"Lab";1099;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire N.";"Walter McAdam ";"SNP";950;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire N.";"Jacqueline McKay ";"Lab";374;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire N.";"Kate Mason ";"C";333;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire N.";"John Biggam ";"LD";322;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire N.";"Helen McGregor ";"SNP";256;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire N.";"Ralph Harness ";"SSCUP";166;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire N.";"Iain Campbell ";"SSP";75;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire S.";"Craig Holden ";"Ind";1168;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire S.";"Janet Cadenhead ";"Lab";936;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire S.";"Mark English ";"SNP";797;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire S.";"Kenneth Earle ";"Lab";570;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire S.";"Mike Hutchison ";"SNP";515;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire S.";"Alan Jamieson ";"C";244;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire S.";"James Mackie ";"Ind";227;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire W.";"George Matchett ";"Lab";1094;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire W.";"Tina Murphy ";"SNP";1027;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire W.";"Eddie Carrick ";"Lab";824;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire W.";"Janis Paterson ";"SNP";652;1;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire W.";"Bill Mason ";"C";369;;;;;;;;;;;;;;;
"Clackmannanshire";"Clackmannanshire W.";"Iftikhar Ahmed ";"LD";309;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Abbey";"Ian Blake ";"C";1081;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Abbey";"Rob Davidson ";"SNP";976;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Abbey";"Bruce Hodgson ";"C";778;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Abbey";"Tom McAughtrie ";"Lab";777;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Abbey";"Davie Stitt ";"Lab";770;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Abbey";"Josephine Robertson ";"LD";267;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Abbey";"John White ";"Ind";239;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Abbey";"Stuart Clement ";"Ind";211;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Abbey";"Ian McMickan ";"Ind";203;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Abbey";"Michael Thomson ";"Ind";194;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale E.";"Denis Male ";"C";992;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale E.";"Ian Lindsay ";"C";981;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale E.";"Archie Dryburgh ";"Lab";835;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale E.";"Allan Graham ";"C";761;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale E.";"Murray Collins ";"SNP";619;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale E.";"Pete Burn ";"LD";368;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale E.";"Nicholas Jennings ";"Grn";257;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale N.";"Roger Grant ";"C";1011;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale N.";"Ted Brown ";"Lab";818;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale N.";"Gail Macgregor ";"C";751;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale N.";"Michael Dickie ";"LD";749;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale N.";"Johanne Wood ";"SNP";710;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale N.";"Billy Lockhart ";"Ind";547;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale N.";"Jean Purves ";"Ind";446;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale N.";"Neil MacInnes ";"C";277;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale N.";"Alis Ballance";"Grn";159;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale S.";"Sean Marshall ";"Lab";1324;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale S.";"Richard Brodie ";"LD";970;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale S.";"Ian Carruthers ";"C";936;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale S.";"Ronnie Ogilvie ";"Lab";807;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale S.";"John McNaught ";"SNP";665;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale S.";"Sharon Ledger ";"C";527;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Annandale S.";"John Ramage ";"Ind";494;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Castle Douglas & Glenkens";"Peter Duncan ";"C";1560;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Castle Douglas & Glenkens";"Brian Collins ";"SNP";1152;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Castle Douglas & Glenkens";"George Prentice ";"Ind";904;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Castle Douglas & Glenkens";"Alison Barrett ";"LD";471;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Castle Douglas & Glenkens";"Mike McLurg ";"Lab";451;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Castle Douglas & Glenkens";"Alex Zimmerman ";"C";285;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Dee";"Patsy Gilroy ";"C";994;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Dee";"Jane Maitland ";"Ind";989;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Dee";"Thomas Jacques ";"SNP";924;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Dee";"Chris Walker ";"C";701;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Dee";"Ian McConchie ";"Ind";418;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Dee";"Joan Mitchell ";"LD";384;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Dee";"John Burt ";"Lab";319;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Lochar";"Jeff Leaver ";"Lab";978;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Lochar";"John Charteris ";"C";872;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Lochar";"Lorna McGowan ";"SNP";836;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Lochar";"Ivor Hyslop ";"C";791;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Lochar";"Alec Martin ";"Lab";597;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Lochar";"David Slater ";"Ind";550;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Lochar";"John Robertson ";"LD";317;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Lochar";"Graham McLeod ";"Ind";118;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Mid & Upper Nithsdale";"Jim Dempster ";"Lab";1261;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Mid & Upper Nithsdale";"Gill Dykes ";"C";1102;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Mid & Upper Nithsdale";"John Syme ";"Lab";876;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Mid & Upper Nithsdale";"Andrew Wood ";"SNP";783;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Mid & Upper Nithsdale";"Neil McKay ";"C";753;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Mid & Upper Nithsdale";"Rog Wood ";"SNP";378;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Mid & Upper Nithsdale";"Mike Steele ";"Ind";256;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Mid & Upper Nithsdale";"Douglas Watters ";"UKIP";175;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Mid & Upper Nithsdale";"Moses Kungu ";"Ind";145;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Mid Galloway";"Alistair Geddes ";"SNP";1654;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Mid Galloway";"Graham Nicol ";"C";1387;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Mid Galloway";"Sandra McDowall ";"LD";650;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Mid Galloway";"Maggie Birch ";"Lab";581;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Nith";"John Martin ";"Lab";1268;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Nith";"Alastair Witts ";"SNP";1145;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Nith";"Jack Groom ";"C";794;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Nith";"Colin Smyth ";"Lab";714;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Nith";"Frances Hassall ";"C";623;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Nith";"Kerr Little ";"LD";598;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Nith";"Robin Wishart ";"Ind";368;;;;;;;;;;;;;;;
"Dumfries & Galloway";"North West Dumfries";"Ronnie Nicholson ";"Lab";1327;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"North West Dumfries";"John Bell ";"C";1060;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"North West Dumfries";"David McKie ";"Lab";996;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"North West Dumfries";"Doug Snell ";"SNP";809;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"North West Dumfries";"Stephen Harman ";"Lab";650;;;;;;;;;;;;;;;
"Dumfries & Galloway";"North West Dumfries";"Joe Sweeney ";"LD";188;;;;;;;;;;;;;;;
"Dumfries & Galloway";"North West Dumfries";"Arthur Tremble ";"Ind";163;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Stranraer & North Rhins";"Willie Scobie ";"Lab";1006;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Stranraer & North Rhins";"John Dougan ";"C";932;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Stranraer & North Rhins";"Iain Dick ";"SNP";702;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Stranraer & North Rhins";"Ian McIntyre ";"Ind";668;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Stranraer & North Rhins";"Tommy Sloan ";"Lab";584;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Wigtown W.";"Robert Higgins ";"SNP";1291;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Wigtown W.";"Grahame Forster ";"Lab";1230;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Wigtown W.";"Roberta Tuckfield ";"C";886;1;;;;;;;;;;;;;;
"Dumfries & Galloway";"Wigtown W.";"Ted Adamson ";"Ind";327;;;;;;;;;;;;;;;
"Dumfries & Galloway";"Wigtown W.";"Bob Bauld ";"Grn";203;;;;;;;;;;;;;;;
"Dundee";"Coldside";"James Black ";"SNP";1740;1;;;;;;;;;;;;;;
"Dundee";"Coldside";"Helen Wright ";"Lab";1320;1;;;;;;;;;;;;;;
"Dundee";"Coldside";"Dave Bowes ";"SNP";1033;1;;;;;;;;;;;;;;
"Dundee";"Coldside";"Mohammed Asif ";"Lab";849;1;;;;;;;;;;;;;;
"Dundee";"Coldside";"Murray Dick ";"LD";779;;;;;;;;;;;;;;;
"Dundee";"Coldside";"David Cowan ";"Lab";774;;;;;;;;;;;;;;;
"Dundee";"Coldside";"Margaret Stewart ";"C";351;;;;;;;;;;;;;;;
"Dundee";"Coldside";"Sinead Daly ";"Sol";141;;;;;;;;;;;;;;;
"Dundee";"Coldside";"Mary McGregor ";"SSP";128;;;;;;;;;;;;;;;
"Dundee";"Coldside";"Stuart Winton ";"Ind";80;;;;;;;;;;;;;;;
"Dundee";"East End";"William Dawson ";"SNP";1980;1;;;;;;;;;;;;;;
"Dundee";"East End";"George Regan ";"Lab";957;1;;;;;;;;;;;;;;
"Dundee";"East End";"George McIrvine ";"Lab";913;;;;;;;;;;;;;;;
"Dundee";"East End";"Christina Roberts ";"SNP";810;1;;;;;;;;;;;;;;
"Dundee";"East End";"Allan Petrie ";"LD";529;;;;;;;;;;;;;;;
"Dundee";"East End";"Roberta Mackie ";"C";325;;;;;;;;;;;;;;;
"Dundee";"East End";"Jim Malone ";"Sol";208;;;;;;;;;;;;;;;
"Dundee";"East End";"Heather Ferguson ";"SSP";56;;;;;;;;;;;;;;;
"Dundee";"Lochee";"Nigel Don ";"SNP";2216;1;;;;;;;;;;;;;;
"Dundee";"Lochee";"John Letford ";"Lab";1385;1;;;;;;;;;;;;;;
"Dundee";"Lochee";"Bob Duncan ";"SNP";1142;1;;;;;;;;;;;;;;
"Dundee";"Lochee";"Tom Ferguson ";"Lab";940;1;;;;;;;;;;;;;;
"Dundee";"Lochee";"Chris Hall ";"LD";479;;;;;;;;;;;;;;;
"Dundee";"Lochee";"Philip Varghese ";"C";369;;;;;;;;;;;;;;;
"Dundee";"Lochee";"Chris Hind ";"Lab";297;;;;;;;;;;;;;;;
"Dundee";"Lochee";"Neil Bell ";"Sol";218;;;;;;;;;;;;;;;
"Dundee";"Lochee";"Alan Graham ";"SSP";83;;;;;;;;;;;;;;;
"Dundee";"Maryfield";"Elizabeth Fordyce ";"SNP";1247;1;;;;;;;;;;;;;;
"Dundee";"Maryfield";"Joe Morrow ";"Lab";1172;1;;;;;;;;;;;;;;
"Dundee";"Maryfield";"Ken Lynn ";"SNP";941;1;;;;;;;;;;;;;;
"Dundee";"Maryfield";"Claire Matthew ";"LD";644;;;;;;;;;;;;;;;
"Dundee";"Maryfield";"John McCraw ";"C";410;;;;;;;;;;;;;;;
"Dundee";"Maryfield";"Alex Perry ";"Lab";339;;;;;;;;;;;;;;;
"Dundee";"Maryfield";"Grant Cromar ";"SSP";96;;;;;;;;;;;;;;;
"Dundee";"Maryfield";"Mark Walker ";"Sol";83;;;;;;;;;;;;;;;
"Dundee";"North East";"Andy Dawson ";"SNP";1956;1;;;;;;;;;;;;;;
"Dundee";"North East";"Brian Gordon ";"Lab";1392;1;;;;;;;;;;;;;;
"Dundee";"North East";"Willie Sawers ";"SNP";612;1;;;;;;;;;;;;;;
"Dundee";"North East";"Shane Mochrie-Cox ";"Lab";208;;;;;;;;;;;;;;;
"Dundee";"North East";"Gladys Ross ";"C";184;;;;;;;;;;;;;;;
"Dundee";"North East";"Donald Macdonald ";"LD";162;;;;;;;;;;;;;;;
"Dundee";"North East";"Helen Fortune ";"SSP";92;;;;;;;;;;;;;;;
"Dundee";"North East";"Leah Ganley ";"Sol";83;;;;;;;;;;;;;;;
"Dundee";"North East";"Raymond Mennie ";"Ind";30;;;;;;;;;;;;;;;
"Dundee";"Strathmartine";"Stewart Hunter ";"SNP";1612;1;;;;;;;;;;;;;;
"Dundee";"Strathmartine";"Ian Borthwick ";"Ind";1472;1;;;;;;;;;;;;;;
"Dundee";"Strathmartine";"Kevin Keenan ";"Lab";1219;1;;;;;;;;;;;;;;
"Dundee";"Strathmartine";"Helen Dick ";"LD";959;1;;;;;;;;;;;;;;
"Dundee";"Strathmartine";"Wendy Wrieden ";"SNP";725;;;;;;;;;;;;;;;
"Dundee";"Strathmartine";"John McKiddie ";"Lab";534;;;;;;;;;;;;;;;
"Dundee";"Strathmartine";"Martyn Geddes ";"C";186;;;;;;;;;;;;;;;
"Dundee";"Strathmartine";"Jim McFarlane ";"Sol";120;;;;;;;;;;;;;;;
"Dundee";"Strathmartine";"Alan Boylan ";"SSP";75;;;;;;;;;;;;;;;
"Dundee";"The Ferry";"Kenneth Guild ";"SNP";2400;1;;;;;;;;;;;;;;
"Dundee";"The Ferry";"Laurie Bidwell ";"Lab";1664;1;;;;;;;;;;;;;;
"Dundee";"The Ferry";"Derek Scott ";"C";1604;1;;;;;;;;;;;;;;
"Dundee";"The Ferry";"Rod Wallace ";"C";1211;1;;;;;;;;;;;;;;
"Dundee";"The Ferry";"Charlie Webster ";"C";1138;;;;;;;;;;;;;;;
"Dundee";"The Ferry";"Raymond Lawrie ";"LD";633;;;;;;;;;;;;;;;
"Dundee";"The Ferry";"Robert Piggot ";"SNP";569;;;;;;;;;;;;;;;
"Dundee";"The Ferry";"Alasdair Stewart ";"SSP";65;;;;;;;;;;;;;;;
"Dundee";"The Ferry";"Philip Stott ";"Sol";54;;;;;;;;;;;;;;;
"Dundee";"West End";"Fraser Macpherson ";"LD";1693;1;;;;;;;;;;;;;;
"Dundee";"West End";"Richard McCready ";"Lab";1331;1;;;;;;;;;;;;;;
